dataset,N,seed,p_err,non_equivariance,val_acc,val_aug_acc,training_time,epoch_time
nwpu,640,7,0,4,0.619999999969,0.619999999969,11865.450968265533,148.31813710331917
nwpu,80,8,0,4,0.49999999993750005,0.49999999993750005,1223.598081111908,15.29497601389885
mnist,80,8,0,4,0.4874999999390625,0.4874999999390625,1266.7147529125214,15.833934411406517
eurosat,80,8,0,4,0.42499999994687504,0.42499999994687504,1340.141187429428,16.75176484286785
nwpu,80,8,0,4,0.44999999994375006,0.44999999994375006,1292.7109570503235,16.158886963129042
eurosat,80,8,0,4,0.42499999994687504,0.42499999994687504,1256.3618669509888,15.704523336887359
mnist,80,8,0,4,0.6124999999234375,0.6124999999234375,1369.1213929653168,17.11401741206646
eurosat,80,8,0,4,0.42499999994687504,0.42499999994687504,1309.704350233078,16.371304377913475
mnist,80,8,0,4,0.574999999928125,0.574999999928125,1480.7907373905182,18.509884217381476
nwpu,80,8,0,4,0.5374999999328125,0.5374999999328125,1493.717072725296,18.6714634090662
mnist,160,8,0,3,0.7124999999554688,0.5937499999628906,1995.64772439003,24.945596554875372
nwpu,160,8,0,3,0.5312499999667969,0.5437499999660156,1927.4256315231323,24.092820394039155
nwpu,160,8,0,3,0.5312499999667969,0.5187499999675781,1804.9788217544556,22.562235271930696
mnist,160,8,0,3,0.7749999999515624,0.6249999999609375,1838.2817599773407,22.978521999716758
eurosat,160,8,0,3,0.48749999996953125,0.4937499999691406,1989.7819123268127,24.87227390408516
eurosat,160,8,0,3,0.4749999999703125,0.4749999999703125,1852.4974122047424,23.15621765255928
nwpu,160,8,0,3,0.4937499999691406,0.4437499999722656,1980.339611530304,24.7542451441288
eurosat,160,8,0,3,0.48124999996992185,0.48749999996953125,2086.1370193958282,26.076712742447853
mnist,160,8,0,3,0.8624999999460937,0.7124999999554688,2028.5586297512054,25.356982871890068
mnist,160,8,0,4,0.5124999999679687,0.5124999999679687,2334.0117843151093,29.175147303938864
eurosat,1280,7,0,3,0.5016666666624862,0.49666666666252784,14136.537382364273,176.7067172795534
nwpu,160,8,0,4,0.5562499999652344,0.5562499999652344,2574.0277931690216,32.17534741461277
mnist,1280,7,0,3,0.959374999992505,0.7914062499938173,14567.057046413422,182.08821308016778
eurosat,160,8,0,4,0.48124999996992185,0.48124999996992185,2786.3302793502808,34.82912849187851
nwpu,1280,7,0,3,0.6899999999655,0.6899999999655,14401.527223587036,180.01909029483795
eurosat,160,8,0,4,0.4749999999703125,0.4749999999703125,2591.9682354927063,32.39960294365883
mnist,160,8,0,4,0.5062499999683594,0.5062499999683594,2935.125232696533,36.68906540870667
nwpu,160,8,0,4,0.5562499999652344,0.5562499999652344,2718.7598469257355,33.98449808657169
mnist,160,8,0,4,0.5437499999660156,0.5437499999660156,2724.7914168834686,34.05989271104336
nwpu,160,8,0,4,0.5562499999652344,0.5562499999652344,2942.881141424179,36.78601426780224
eurosat,160,8,0,4,0.4749999999703125,0.4749999999703125,2838.448844432831,35.48061055541039
nwpu,1280,7,0,3,0.6499999999675,0.62499999996875,14034.661540985107,175.43326926231384
nwpu,1280,7,0,3,0.57499999997125,0.57499999997125,16926.042053222656,211.5755256652832
eurosat,1280,7,0,3,0.48166666666265284,0.48166666666265284,14579.807463169098,182.24759328961372
eurosat,320,8,0,3,0.4499999999859375,0.4499999999859375,3549.3490800857544,44.36686350107193
mnist,1280,7,0,3,0.9804687499923401,0.8273437499935364,14527.65122628212,181.59564032852649
mnist,1280,7,0,3,0.9624999999924806,0.7593749999940674,16947.25373649597,211.84067170619966
nwpu,320,8,0,3,0.68499999996575,0.6749999999662499,3872.435114145279,48.40543892681599
mnist,320,8,0,3,0.9499999999703125,0.818749999974414,4071.118061065674,50.88897576332092
nwpu,320,8,0,3,0.6449999999677499,0.63499999996825,3542.3905260562897,44.27988157570362
mnist,320,8,0,3,0.918749999971289,0.7874999999753906,3601.0254514217377,45.01281814277172
eurosat,1280,7,0,3,0.4983333333291806,0.4899999999959167,15432.41492486,192.90518656075
mnist,320,8,0,3,0.9624999999699219,0.8218749999743163,3660.137184858322,45.75171481072903
eurosat,320,8,0,3,0.5374999999832031,0.5312499999833984,4080.1388285160065,51.001735356450084
eurosat,320,8,0,3,0.6343749999801758,0.6312499999802734,3765.119269132614,47.063990864157674
nwpu,320,8,0,3,0.55499999997225,0.54499999997275,4457.236437797546,55.71545547246933
mnist,320,8,0,4,0.5937499999814453,0.5937499999814453,5015.7782390117645,62.697227987647054
eurosat,320,8,0,4,0.4531249999858398,0.4531249999858398,5122.474212884903,64.03092766106128
mnist,320,8,0,4,0.8437499999736328,0.8437499999736328,5279.423486471176,65.9927935808897
nwpu,320,8,0,4,0.71499999996425,0.71499999996425,5510.502655029297,68.88128318786622
nwpu,1280,7,0,4,0.6299999999685,0.6299999999685,18268.94368338585,228.3617960423231
