seed,N,non_equivariance,p_err,max_val_acc,max_epoch
5678,160,0,0.04,0.7937499999503906,21
5678,160,0,0.05,0.7874999999507812,18
5678,160,0,0.05,0.7874999999507812,18
5678,160,0,0.06,0.7874999999507812,20
5678,160,0,0.06,0.7874999999507812,20
5678,160,0,0.07,0.7937499999503906,19
5678,160,0,0.07,0.7937499999503906,19
5678,160,0,0.08,0.7937499999503906,19
5678,160,0,0.08,0.7937499999503906,19
5678,160,0,0.09,0.8124999999492187,23
5678,160,0,0.09,0.8124999999492187,23
5678,160,0,0.1,0.8374999999476562,39
5678,160,0,0.1,0.8374999999476562,39
5678,160,0,0.11,0.8562499999464843,27
5678,160,0,0.12,0.8624999999460937,22
5678,160,0,0.13,0.8874999999445312,31
5678,160,0,0.14,0.8187499999488281,34
5678,160,0,0.15,0.8374999999476562,6
5678,160,0,0.16,0.8312499999480468,5
5678,160,0,0.17,0.8437499999472656,4
5678,160,0,0.18,0.8312499999480468,4
5678,160,0,0.19,0.8187499999488281,4
5678,160,0,0.2,0.8312499999480468,4
5678,160,1,0.0,0.8374999999476562,35
5678,160,1,0.0,0.8374999999476562,35
5678,160,1,0.01,0.8124999999492187,18
5678,160,1,0.01,0.8124999999492187,18
5678,160,1,0.02,0.7812499999511718,18
5678,160,1,0.02,0.7812499999511718,18
5678,160,1,0.03,0.7874999999507812,37
5678,160,1,0.03,0.7874999999507812,37
5678,160,1,0.04,0.7624999999523437,26
5678,160,1,0.04,0.7624999999523437,26
5678,160,1,0.05,0.7374999999539062,17
5678,160,1,0.05,0.7374999999539062,17
5678,160,1,0.06,0.7124999999554688,18
5678,160,1,0.06,0.7124999999554688,18
5678,160,1,0.07,0.6062499999621094,1
5678,160,1,0.07,0.6062499999621094,1
5678,160,1,0.08,0.5999999999625,1
5678,160,1,0.08,0.5999999999625,1
5678,160,1,0.09,0.5749999999640625,23
5678,160,1,0.09,0.5749999999640625,23
5678,160,1,0.1,0.5749999999640625,5
5678,160,1,0.1,0.5749999999640625,5
5678,160,1,0.11,0.5749999999640625,5
5678,160,1,0.12,0.5749999999640625,13
5678,160,1,0.13,0.5562499999652344,7
5678,160,1,0.14,0.549999999965625,4
5678,160,1,0.15,0.549999999965625,5
5678,160,1,0.16,0.5437499999660156,6
5678,160,1,0.17,0.5374999999664062,5
5678,160,1,0.18,0.5249999999671875,6
5678,160,1,0.19,0.5124999999679687,6
5678,160,1,0.2,0.549999999965625,12
5678,160,2,0.0,0.8374999999476562,35
5678,160,2,0.0,0.8374999999476562,35
5678,160,2,0.11,0.6062499999621094,15
5678,160,2,0.12,0.5749999999640625,2
5678,160,2,0.13,0.549999999965625,5
5678,160,2,0.14,0.549999999965625,6
5678,160,2,0.15,0.5437499999660156,8
5678,160,2,0.16,0.5437499999660156,6
5678,160,2,0.17,0.5374999999664062,5
5678,160,2,0.18,0.5187499999675781,1
5678,160,2,0.19,0.5187499999675781,2
5678,160,2,0.2,0.5562499999652344,17
5678,160,3,0.11,0.8687499999457031,26
5678,160,3,0.12,0.8562499999464843,25
5678,160,3,0.13,0.8624999999460937,27
5678,160,3,0.14,0.8562499999464843,27
5678,160,3,0.15,0.8562499999464843,28
5678,160,3,0.16,0.8624999999460937,28
5678,160,3,0.17,0.8687499999457031,28
5678,160,3,0.18,0.8624999999460937,29
5678,160,3,0.19,0.8624999999460937,29
5678,160,3,0.2,0.8624999999460937,29
5678,160,4,0.01,0.8749999999453124,36
5678,160,4,0.02,0.8749999999453124,36
5678,160,4,0.03,0.8749999999453124,36
5678,160,4,0.04,0.9124999999429688,3
5678,160,4,0.05,0.918749999942578,3
5678,160,4,0.06,0.9124999999429688,3
5678,160,4,0.07,0.8999999999437499,3
5678,160,4,0.08,0.8937499999441406,3
5678,160,4,0.09,0.8937499999441406,3
5678,160,4,0.1,0.8874999999445312,3
